"chr1"	"gene1"	"pos1"	"strand1"	"chr2"	"gene2"	"pos2"	"strand2"	"fusion_type"	"num"	"score"	"gap"	"don_dist"	"acc_dist"	"mapq"	"badfj3"	"jct_ind"	"genome"	"genome.anomaly"	"genome.pval"	"reg"	"reg.anomaly"	"reg.pval"	"junc"	"junc.anom"	"junc.pval"	"FarJunc"	"FarJunc.anom"	"FarJunc.pval"	"unaligned"	"NoPartner"	"NetPValue"	"X_1NoIndels.Indels"	"X_2NoIndels.Indels"	"BadFJ.1"	"BadFJv2.1"	"ExonL"	"ExonR"	"numReads.x"	"logsum_2.x"	"productPhat_lower.x"	"productPhat.x"	"junction_cdf.x"	"junction_cdf_lower.x"	"numReads.y"	"logsum_2.y"	"productPhat_lower.y"	"productPhat.y"	"junction_cdf.y"	"junction_cdf_lower.y"	"junction_cdf_windel_diff"	"emp_p"
"chr5"	"SLC35A4"	139944439	"+"	"chr5"	"SLC35A4"	139945463	"+"	"no_fusion-niether_local-intrachrom_plus_reg"	2	0	"-10"	-4	5	0	"False"	43825	4	0	"0.110209510881"	0	0	"-"	0	0	"-"	0	0	"-"	0	0	0.110209510881	"1:0"	"3:0"	0	0	60	60	"3"	"-0.823731161505292"	"0.438791394810826"	"0.86216141259183"	"0.313"	"0.2"	3	-0.823731161505292	0.438791394810826	0.86216141259183	0.271	0.174	0	0.0234857849196539
"chr2"	"GIGYF2"	233626142	"+"	"chr2"	"GIGYF2"	233635741	"+"	"no_fusion-niether_local-intrachrom_plus_reg"	3	0	"-12"	-4	-5381	0	"False"	35864	5	0	"0.0370099502341"	2	0	"0.088004340357"	0	0	"-"	0	0	"-"	0	0	0.0200989330034	"3:0"	"4:0"	0	0	24	24	"4"	"-2.22535267240747"	"0.108029312957936"	"0.385606675081916"	"0.236"	"0.168"	4	-2.22535267240747	0.108029312957936	0.385606675081916	0.23	0.163	0	0.0271940667490729
"chr5"	"ZMAT2"	140080054	"+"	"chr5"	"ZMAT2"	140080404	"+"	"no_fusion-acceptor_local-intrachrom_plus_reg"	2	0.00746268656716	"-10"	-9	0	0	"False"	43833	6	0	"0.0505536199195"	2	0	"0.0355654153352"	0	0	"-"	0	0	"-"	0	0	0.0280958628284	"3:0"	"5:0"	0	0	50	50	"4"	"-0.99568865187304"	"0.369468921450428"	"0.795868011996094"	"0.347"	"0.233"	4	-0.99568865187304	0.369468921450428	0.795868011996094	0.324	0.226	0	0.0197775030902349
"chr2"	"SEPT2"	242255971	"+"	"chr2"	"SEPT2"	242274542	"+"	"no_fusion-acceptor_local-intrachrom_plus_reg"	5	0.00333333333333	"-27"	574	1	0	"False"	36192	13	0	"0.902411605463"	0	0	"-"	0	0	"-"	0	0	"-"	0	0	0.902411605463	"6:0"	"7:0"	0	0	63	63	"8"	"-5.13454115677492"	"0.00588975335872667"	"0.0918947453357051"	"0.296"	"0.185"	8	-5.13454115677492	0.00588975335872667	0.0918947453357051	0.302	0.167	0	0.0210135970333745
"chr11"	"TEX12"	112041254	"+"	"chr11"	"TEX12"	112042496	"+"	"no_fusion-both_local-intrachrom_plus_reg"	5	0	"-26"	1	1	0	"False"	3726	3	0	"0.00605194070679"	6	0	"0.428398245171"	0	0	"-"	0	1	"-"	2	1	0.0323777457653	"8:0"	"6:0"	0	0	8	8	"5"	"-0.575059451846598"	"0.562671415957842"	"0.966741605448784"	"0.563"	"0.333"	5	-0.575059451846598	0.562671415957842	0.966741605448784	0.556	0.316	0	0.00741656365883807
"chr12"	"KCNC2"	75444181	"-"	"chr12"	"KCNC2"	75442043	"-"	"no_fusion-niether_local-intrachrom_minus_rev"	4	0.00660066006601	"-10"	11	-54	0	"False"	6079	10	0	"0.811407825198"	0	0	"-"	0	0	"-"	0	1	"-"	1	0	0.811407825198	"5:0"	"7:0"	0	0	0	0	"7"	"-6.04688745492988"	"0.00236521239152274"	"0.228585142694261"	"0.337"	"0.14"	7	-6.04688745492988	0.00236521239152274	0.228585142694261	0.309	0.113	0	0.0210135970333745
"chr5"	"COL23A1"	177688722	"-"	"chr5"	"COL23A1"	177684536	"-"	"no_fusion-donor_local-intrachrom_minus_rev"	2	0	"-32"	-1	-32	0	"False"	44731	12	0	"0.00392151867372"	6	0	"0.0454832408057"	0	0	"-"	0	0	"-"	0	1	0.00115216850596	"5:0"	"15:0"	0	0	39	39	"16"	"-8.6313139777545"	"0.00017843003796392"	"0.0437780815633908"	"0.625784364739968"	"0.250218850346599"	16	-8.6313139777545	0.00017843003796392	0.0437780815633908	0.625784364739968	0.250218850346599	0	0.00370828182941904
"chrX"	"WDR13"	48494915	"+"	"chrX"	"WAS"	48534508	"+"	"no_fusion-niether_local-intrachrom_plus_reg"	19	0.00376647834275	"-36"	31333	-7678	0	"False"	57591	45	0	"0.00207367775651"	13	0	"0.0466360581368"	0	0	"-"	0	20	"-"	23	1	0.000619811626684	"60:0"	"51:0"	0	0	181	148	"47"	"-24.6478453175731"	"1.9750440568329e-11"	"9.96795924690069e-06"	"0.619592717958797"	"0.139999350964762"	47	-24.6478453175731	1.9750440568329e-11	9.96795924690069e-06	0.619592717958797	0.139999350964762	0	0.00370828182941904
"chr2"	"TANK"	162088061	"+"	"chr2"	"TANK"	162089265	"+"	"no_fusion-donor_local-intrachrom_plus_reg"	2	0	"0"	-1	1783	0	"False"	34393	13	0	"2.42776115634e-05"	0	0	"-"	0	0	"-"	0	0	"-"	1	0	2.42776115634e-05	"7:0"	"7:0"	0	0	23	23	"11"	"-6.27784578377755"	"0.00187744065419264"	"0.0623294320991479"	"0.38"	"0.211"	11	-6.27784578377755	0.00187744065419264	0.0623294320991479	0.373	0.189	0	0.0173053152039555
"chr14"	"MPP5"	67721028	"+"	"chr14"	"MPP5"	67736447	"+"	"no_fusion-niether_local-intrachrom_plus_reg"	4	0	"-29"	12778	29	0	"True"	9591	7	0	"0.961634858495"	0	0	"-"	0	0	"-"	0	2	"-"	1	0	0.961634858495	"7:0"	"3:0"	0	0	26	26	"4"	"-3.13229641301605"	"0.0436175183190994"	"0.369761348298027"	"0.233"	"0.141"	4	-3.13229641301605	0.0436175183190994	0.369761348298027	0.226	0.136	0	0.0284301606922126
"chr6"	"BTN2A1"	26460056	"+"	"chr6"	"BTN2A1"	26463024	"+"	"no_fusion-donor_local-intrachrom_plus_reg"	3	0	"0"	0	-448	0	"True"	46989	11	0	"0.686790007923"	0	0	"-"	0	0	"-"	0	0	"-"	0	0	0.686790007923	"5:0"	"6:0"	0	0	9	9	"5"	"-3.47604490511906"	"0.0309294985411124"	"0.355833917531898"	"0.278"	"0.164"	5	-3.47604490511906	0.0309294985411124	0.355833917531898	0.27	0.154	0	0.0234857849196539
"chr21"	"YBEY"	47711370	"+"	"chr21"	"YBEY"	47714654	"+"	"no_fusion-niether_local-intrachrom_plus_reg"	2	0	"-10"	-6	-1422	0	"False"	31181	4	0	"0.0132315124789"	2	0	"0.088004340357"	0	0	"-"	0	0	"-"	0	0	0.0129271604569	"2:0"	"4:0"	0	0	43	43	"5"	"-0.430811386902494"	"0.649981494236912"	"0.974625075920714"	"0.599"	"0.351"	5	-0.430811386902494	0.649981494236912	0.974625075920714	0.578	0.329	0	0.00370828182941904
"chr17"	"ERAL1"	27183569	"+"	"chr17"	"ERAL1"	27185391	"+"	"no_fusion-acceptor_local-intrachrom_plus_reg"	2	0	"-35"	-31	-1	0	"False"	17297	3	0	"0.133132187417"	7	0	"0.377842778962"	0	0	"-"	0	0	"-"	0	1	0.196749793681	"6:0"	"5:0"	0	0	90	90	"7"	"-2.49600170827518"	"0.0824138553891694"	"0.524528967568079"	"0.423"	"0.263"	7	-2.49600170827518	0.0824138553891694	0.524528967568079	0.402	0.253	0	0.0173053152039555
"chr15"	"ZNF609"	64915249	"+"	"chr15"	"ZNF609"	64962544	"+"	"no_fusion-both_local-intrachrom_plus_reg"	3	0.00442477876106	"-29"	-2	-1	0	"False"	11113	21	0	"0.0215299938502"	3	0	"0.17671263917"	0	0	"-"	0	0	"-"	0	1	0.0222803483942	"13:0"	"12:0"	0	0	71	71	"19"	"-13.1854337332923"	"1.87775483162223e-06"	"0.000625130243357037"	"0.398237187513603"	"0.111013957718577"	19	-13.1854337332923	1.87775483162223e-06	0.000625130243357037	0.398237187513603	0.111013957718577	0	0.0173053152039555
"chr12"	"TMEM5"	64176486	"+"	"chr12"	"TMEM5"	64178782	"+"	"no_fusion-niether_local-intrachrom_plus_reg"	2	0	"-31"	1532	32	0	"True"	5586	2	0	"0.855793420451"	0	0	"-"	0	0	"-"	0	2	"-"	0	0	0.855793420451	"3:0"	"1:0"	0	0	10	10	"2"	"-0.00566045474907496"	"0.994355535440101"	"0.999644812690441"	"0.735"	"0.442"	2	-0.00566045474907496	0.994355535440101	0.999644812690441	0.736	0.464	0	0.00247218788627936
"chr12"	"OS9"	58114890	"+"	"chr12"	"OS9"	58114901	"+"	"no_fusion-niether_local-intrachrom_plus_reg"	9	0	"-14"	-450	334	0	"False"	5507	21	0	"0.999991919733"	0	0	"-"	0	0	"-"	0	0	"-"	0	0	0.999991919733	"12:0"	"9:0"	0	0	485	485	"6"	"-2.16369126702264"	"0.114900209934532"	"0.653234602193672"	"0.412"	"0.242"	6	-2.16369126702264	0.114900209934532	0.653234602193672	0.386	0.244	0	0.0173053152039555
"chr12"	"RAN"	131357672	"+"	"chr12"	"RAN"	131358587	"+"	"no_fusion-donor_local-intrachrom_plus_reg"	7	0.00269541778976	"-10"	-1	-504	0	"True"	7280	39	16	"0.423492505583"	19	0	"0.841988487118"	0	0	"-"	0	0	"-"	3	1	0.653698428473	"29:0"	"34:0"	0	0	117	117	"52"	"-33.4172864928784"	"3.06942393918318e-15"	"4.87809766590964e-07"	"0.555881150681303"	"0.0398340531310083"	52	-33.4172864928784	3.06942393918318e-15	4.87809766590964e-07	0.555881150681303	0.0398340531310083	0	0.00741656365883807
"chr8"	"GPR124"	37699049	"+"	"chr8"	"GPR124"	37699586	"+"	"no_fusion-niether_local-intrachrom_plus_reg"	6	0.00265957446809	"-33"	682	982	0	"False"	52627	19	0	"0.963745045354"	0	0	"-"	0	0	"-"	0	0	"-"	0	0	0.963745045354	"12:0"	"7:0"	0	0	84	84	"9"	"-2.6347901121323"	"0.0717340239299792"	"0.293543488899747"	"0.449"	"0.322"	9	-2.6347901121323	0.0717340239299792	0.293543488899747	0.414	0.329	0	0.0173053152039555
"chr11"	"GRAMD1B"	123355484	"+"	"chr11"	"GRAMD1B"	123355580	"+"	"no_fusion-niether_local-intrachrom_plus_reg"	2	0	"-10"	-41395	-40948	0	"True"	4098	6	0	"0.807219804847"	0	0	"-"	0	0	"-"	0	0	"-"	0	0	0.807219804847	"4:0"	"2:0"	0	0	0	0	"4"	"-2.53487747981523"	"0.0792714310201516"	"0.39811255116655"	"0.238"	"0.154"	4	-2.53487747981523	0.0792714310201516	0.39811255116655	0.233	0.152	0	0.0271940667490729
"chr1"	"PLA2G5"	20355169	"+"	"chr1"	"PLA2G5"	20386123	"+"	"no_fusion-niether_local-intrachrom_plus_reg"	2	0	"-32"	-41789	-10578	0	"False"	26528	15	0	"0.000473498667947"	0	0	"-"	0	0	"-"	0	5	"-"	1	0	0.000473498667947	"15:0"	"8:0"	0	0	60	60	"14"	"-9.5456616226543"	"7.15108320415442e-05"	"0.0029977364613448"	"0.274"	"0.137"	14	-9.5456616226543	7.15108320415442e-05	0.0029977364613448	0.282	0.14	0	0.0222496909765142
"chr11"	"LRP5"	68097365	"+"	"chr11"	"LRP5"	68115315	"+"	"no_fusion-acceptor_local-intrachrom_plus_reg"	3	0	"-30"	17092	0	0	"False"	3038	6	0	"0.869222129657"	0	0	"-"	0	0	"-"	0	0	"-"	0	0	0.869222129657	"2:0"	"4:0"	0	0	26	26	"3"	"-0.104203704161174"	"0.901041732775041"	"0.995165507757127"	"0.618"	"0.325"	3	-0.104203704161174	0.901041732775041	0.995165507757127	0.628	0.285	0	0.00370828182941904
"chr19"	"PTBP1"	806548	"+"	"chr19"	"PTBP1"	807282	"+"	"no_fusion-niether_local-intrachrom_plus_reg"	3	0	"-10"	-8	-587	0	"False"	20097	6	0	"0.645874875131"	2	0	"0.361728992262"	0	0	"-"	0	3	"-"	1	0	0.638542064071	"8:0"	"5:0"	0	0	150	150	"4"	"-1.54232330929947"	"0.213883605962103"	"0.862307215076321"	"0.374"	"0.193"	4	-1.54232330929947	0.213883605962103	0.862307215076321	0.349	0.193	0	0.0185414091470952
"chr10"	"TRIM8"	104414559	"+"	"chr10"	"TRIM8"	104415871	"+"	"no_fusion-niether_local-intrachrom_plus_reg"	3	0	"-12"	54	8	0	"False"	1348	4	0	"0.771306670906"	3	0	"0.043102265949"	0	0	"-"	0	0	"-"	0	1	0.40903827227	"6:0"	"2:0"	0	0	82	82	"4"	"-0.572799856710336"	"0.563944263070655"	"0.966838005209526"	"0.473"	"0.281"	4	-0.572799856710336	0.563944263070655	0.966838005209526	0.478	0.267	0	0.0123609394313968
"chr19"	"WDR18"	990224	"+"	"chr19"	"WDR18"	990237	"+"	"no_fusion-niether_local-intrachrom_plus_reg"	2	0	"-14"	-140	14	0	"False"	20185	4	0	"0.0416701278209"	2	0	"0.0355654153352"	0	0	"-"	0	0	"-"	0	0	0.0129271604569	"3:0"	"3:0"	0	0	67	67	"4"	"-0.605575154855425"	"0.545760439586049"	"0.958010737178266"	"0.459"	"0.273"	4	-0.605575154855425	0.545760439586049	0.958010737178266	0.456	0.262	0	0.0148331273176761
"chr11"	"RBM4"	66411578	"+"	"chr11"	"RBM14-RBM4"	66413497	"+"	"no_fusion-acceptor_local-intrachrom_plus_reg"	4	0	"-9"	-33	-1	0	"False"	2874	30	0	"0.164745761954"	0	0	"-"	0	0	"-"	0	9	"-"	4	0	0.164745761954	"27:0"	"19:0"	0	0	175	0	"26"	"-23.9196325708311"	"4.0910573282235e-11"	"0.000846415816684383"	"0.550378751281143"	"0.0118597754412277"	26	-23.9196325708311	4.0910573282235e-11	0.000846415816684383	0.550378751281143	0.0118597754412277	0	0.00741656365883807
"chr6"	"C6orf89"	36882211	"+"	"chr6"	"C6orf89"	36891217	"+"	"no_fusion-donor_local-intrachrom_plus_reg"	2	0	"0"	0	94	0	"True"	47772	3	0	"0.208786801612"	1	0	"0.0195330175856"	0	0	"-"	0	0	"-"	0	0	0.121071332798	"4:0"	"0"	0	0	13	13	"2"	"-0.0708127563393175"	"0.931636318791694"	"0.998046522908583"	"0.57"	"0.231"	2	-0.0708127563393175	0.931636318791694	0.998046522908583	0.586	0.221	0	0.00370828182941904
"chr2"	"SPATS2L"	201328093	"+"	"chr2"	"SPATS2L"	201332012	"+"	"no_fusion-acceptor_local-intrachrom_plus_reg"	4	0	"0"	3543	-1	0	"True"	34941	7	0	"0.0927042945865"	0	0	"-"	0	0	"-"	0	0	"-"	0	1	0.0927042945865	"1:0"	"7:0"	0	0	40	40	"4"	"-0.0657776102682669"	"0.936339073334314"	"0.993657790960163"	"0.697"	"0.429"	4	-0.0657776102682669	0.936339073334314	0.993657790960163	0.698	0.406	0	0.00370828182941904
"chr20"	"MACROD2"	16009482	"+"	"chr20"	"MACROD2"	16021846	"+"	"no_fusion-acceptor_local-intrachrom_plus_reg"	2	0.0131578947368	"-10"	-12441	0	0	"False"	29330	2	0	"0.0460138598712"	0	0	"-"	0	0	"-"	0	0	"-"	1	0	0.0460138598712	"2:0"	"2:0"	0	0	3	3	"2"	"-0.623798717856577"	"0.535904814882036"	"0.891709200604991"	"0.219"	"0.145"	2	-0.623798717856577	0.535904814882036	0.891709200604991	0.204	0.14	0	0.0321384425216316
"chr4"	"GDEP"	80748757	"+"	"chr4"	"GDEP"	80798768	"+"	"no_fusion-donor_local-intrachrom_plus_reg"	3	0	"0"	0	16324	0	"True"	40667	9	0	"0.870984445002"	0	0	"-"	0	0	"-"	0	0	"-"	0	0	0.870984445002	"5:0"	"4:0"	0	0	0	0	"6"	"-0.373182861860693"	"0.688539313751334"	"0.94056103872738"	"0.575"	"0.426"	6	-0.373182861860693	0.688539313751334	0.94056103872738	0.56	0.406	0	0.00741656365883807
"chr15"	"IQCH"	67793097	"+"	"chr15"	"IQCH"	67794263	"+"	"no_fusion-niether_local-intrachrom_plus_reg"	2	0	"-32"	-1045	1292	0	"True"	11236	6	0	"0.645874875131"	3	0	"0.47924566956"	0	0	"-"	0	0	"-"	0	0	0.74947889785	"5:0"	"4:0"	0	0	15	15	"7"	"-2.67647389042723"	"0.0688053420881404"	"0.337386183843035"	"0.378"	"0.252"	7	-2.67647389042723	0.0688053420881404	0.337386183843035	0.344	0.245	0	0.0185414091470952
"chr4"	"HNRNPD"	83278817	"-"	"chr4"	"HNRNPD"	83278784	"-"	"no_fusion-niether_local-intrachrom_minus_rev"	15	0.00719424460432	"-35"	351	187	0	"False"	40697	37	0	"0.923581123641"	0	0	"-"	0	0	"-"	0	0	"-"	0	0	0.923581123641	"15:0"	"22:0"	0	0	21	21	"19"	"-9.31381244570437"	"9.01701203543158e-05"	"0.039394554116558"	"0.666139017999071"	"0.2812801558436"	19	-9.31381244570437	9.01701203543158e-05	0.039394554116558	0.666139017999071	0.2812801558436	0	0.00370828182941904
"chr2"	"C2orf69"	200776463	"+"	"chr2"	"C2orf47"	200820089	"+"	"no_fusion-niether_local-intrachrom_plus_reg"	3	0	"-30"	-31	49	0	"False"	34917	8	0	"0.990864882735"	0	0	"-"	0	0	"-"	0	0	"-"	0	0	0.990864882735	"3:0"	"5:0"	0	0	0	0	"5"	"-0.0359616105928019"	"0.964677326162976"	"0.996872107613008"	"0.846"	"0.557"	5	-0.0359616105928019	0.964677326162976	0.996872107613008	0.842	0.549	0	0
"chr16"	"ZNRF1"	75070839	"+"	"chr16"	"ZNRF1"	75099702	"+"	"no_fusion-niether_local-intrachrom_plus_reg"	2	0	"-10"	36846	-27768	0	"False"	13474	4	0	"0.993205161477"	0	0	"-"	0	0	"-"	0	0	"-"	0	0	0.993205161477	"2:0"	"2:0"	0	0	24	24	"2"	"-0.00711582009454969"	"0.992909437408468"	"0.999678533302269"	"0.745"	"0.42"	2	-0.00711582009454969	0.992909437408468	0.999678533302269	0.742	0.438	0	0.00247218788627936
"chr19"	"PRKCSH"	11548915	"+"	"chr19"	"PRKCSH"	11558510	"+"	"no_fusion-acceptor_local-intrachrom_plus_reg"	4	0	"-35"	-30	2	0	"False"	20366	5	0	"0.00393028387501"	8	0	"0.771306670906"	0	0	"-"	0	0	"-"	0	0	0.0645279397141	"7:0"	"6:0"	0	0	285	285	"7"	"-2.32744029995993"	"0.0975451140333893"	"0.564813708955444"	"0.436"	"0.277"	7	-2.32744029995993	0.0975451140333893	0.564813708955444	0.41	0.265	0	0.0173053152039555
"chr2"	"GULP1"	189156895	"+"	"chr2"	"GULP1"	189157805	"+"	"no_fusion-donor_local-intrachrom_plus_reg"	4	0	"0"	2	415	0	"True"	34806	6	0	"0.158697472733"	2	0	"0.806747046443"	0	0	"-"	0	0	"-"	0	0	0.305401565746	"2:0"	"6:0"	0	0	20	20	"2"	"-0.103906063992242"	"0.901309958904053"	"0.985467681886761"	"0.347"	"0.223"	2	-0.103906063992242	0.901309958904053	0.985467681886761	0.361	0.207	0	0.0173053152039555
"chr21"	"COL18A1"	46907425	"+"	"chr21"	"COL18A1"	46910751	"+"	"no_fusion-both_local-intrachrom_plus_reg"	2	0	"-27"	2	1	0	"False"	31096	3	0	"0.689968401615"	3	0	"0.47924566956"	0	0	"-"	0	0	"-"	0	0	0.712045747632	"3:0"	"3:0"	0	0	287	287	"4"	"-2.37307059699156"	"0.0931941248850545"	"0.315643861056334"	"0.223"	"0.163"	4	-2.37307059699156	0.0931941248850545	0.315643861056334	0.216	0.161	0	0.0284301606922126
"chr19"	"AP2A1"	50306576	"+"	"chr19"	"AP2A1"	50308719	"+"	"no_fusion-niether_local-intrachrom_plus_reg"	8	0.00263852242744	"-10"	-57	9	0	"False"	19463	41	0	"0.00766145443176"	30	0	"0.613508303661"	0	0	"-"	0	0	"-"	0	1	0.0336165937283	"40:0"	"32:0"	0	0	176	176	"62"	"-37.5809570087857"	"4.77306937171242e-17"	"4.4568939882055e-09"	"0.491605391819657"	"0.0440054308846665"	62	-37.5809570087857	4.77306937171242e-17	4.4568939882055e-09	0.491605391819657	0.0440054308846665	0	0.0123609394313968
"chr17"	"ANKRD13B"	27916847	"+"	"chr17"	"ANKRD13B"	27936373	"+"	"no_fusion-acceptor_local-intrachrom_plus_reg"	5	0	"-34"	-3906	0	0	"False"	17426	7	0	"0.0110457904672"	5	0	"0.769319156447"	0	0	"-"	1	0	"0.0681777140242"	0	2	0.0382686252639	"9:0"	"7:0"	0	0	38	38	"6"	"-1.09734716910532"	"0.333755306721376"	"0.70709210652361"	"0.433"	"0.322"	6	-1.09734716910532	0.333755306721376	0.70709210652361	0.411	0.307	0	0.0173053152039555
"chr18"	"WDR7"	54339906	"+"	"chr18"	"WDR7"	54424043	"+"	"no_fusion-donor_local-intrachrom_plus_reg"	4	0	"-34"	1	229	0	"False"	18724	21	0	"0.275256926331"	3	0	"0.17671263917"	0	0	"-"	0	0	"-"	1	1	0.227565579575	"20:0"	"6:0"	0	0	77	77	"21"	"-13.9942624478366"	"8.36313371475372e-07"	"0.00118423469194614"	"0.480918550130956"	"0.116540670745426"	21	-13.9942624478366	8.36313371475372e-07	0.00118423469194614	0.480918550130956	0.116540670745426	0	0.0123609394313968
"chr1"	"SGIP1"	67098746	"+"	"chr1"	"SGIP1"	67108493	"+"	"no_fusion-acceptor_local-intrachrom_plus_reg"	2	0	"-32"	-31	0	0	"False"	23022	6	0	"0.460206474357"	0	0	"-"	0	0	"-"	0	0	"-"	0	0	0.460206474357	"3:0"	"3:0"	0	0	425	425	"4"	"-0.1332940020548"	"0.875207741405457"	"0.981270126173539"	"0.562"	"0.381"	4	-0.1332940020548	0.875207741405457	0.981270126173539	0.556	0.358	0	0.00741656365883807
"chr7"	"TAX1BP1"	27805593	"+"	"chr7"	"TAX1BP1"	27824782	"+"	"no_fusion-acceptor_local-intrachrom_plus_reg"	2	0	"-23"	-47	0	0	"False"	50850	2	0	"0.267105861258"	2	0	"0.088004340357"	0	0	"-"	0	0	"-"	0	0	0.208786801612	"2:0"	"2:0"	0	0	296	296	"2"	"-0.0738783446940102"	"0.928784678552821"	"0.997966895239179"	"0.564"	"0.229"	2	-0.0738783446940102	0.928784678552821	0.997966895239179	0.58	0.217	0	0.00370828182941904
"chr22"	"XRCC6"	42018092	"+"	"chr22"	"XRCC6"	42032517	"+"	"no_fusion-donor_local-intrachrom_plus_reg"	2	0	"-12"	2	-3	0	"False"	32622	4	0	"0.00356353915744"	3	0	"0.00267147327056"	0	0	"-"	0	0	"-"	1	0	0.000135431027721	"6:0"	"2:0"	0	0	116	116	"6"	"-2.14313505323234"	"0.117286566410889"	"0.804773788812302"	"0.482"	"0.243"	6	-2.14313505323234	0.117286566410889	0.804773788812302	0.443	0.244	0	0.0160692212608158
"chr3"	"CCDC66"	56649294	"+"	"chr3"	"CCDC66"	56651142	"+"	"no_fusion-acceptor_local-intrachrom_plus_reg"	2	0	"-10"	-6	2	0	"False"	37255	8	0	"5.74105456448e-05"	5	0	"0.635378940503"	0	0	"-"	0	0	"-"	0	0	0.00112188254023	"9:0"	"4:0"	0	0	48	48	"11"	"-13.2527605791966"	"1.75549343820137e-06"	"0.0113751983967919"	"0.288"	"0.058"	11	-13.2527605791966	1.75549343820137e-06	0.0113751983967919	0.275	0.036	0	0.0234857849196539
"chr4"	"TIGD2"	90034913	"+"	"chr4"	"TIGD2"	90035198	"+"	"no_fusion-niether_local-intrachrom_plus_reg"	6	0.00334448160535	"-30"	-1139	1230	0	"False"	40921	16	0	"0.198316530004"	0	0	"-"	0	0	"-"	0	1	"-"	3	0	0.198316530004	"12:0"	"10:0"	0	0	0	0	"11"	"-3.73977303611029"	"0.0237594950668124"	"0.18816878011801"	"0.465"	"0.323"	11	-3.73977303611029	0.0237594950668124	0.18816878011801	0.444	0.319	0	0.0160692212608158
"chr3"	"NISCH"	52515044	"+"	"chr3"	"NISCH"	52518529	"+"	"no_fusion-acceptor_local-intrachrom_plus_reg"	6	0	"-10"	733	0	0	"False"	37159	17	0	"0.00038503236736"	30	0	"0.326534302523"	0	0	"-"	0	0	"-"	1	5	0.0029482441368	"28:0"	"25:0"	0	0	134	134	"44"	"-33.6582724359581"	"2.41211500711308e-15"	"9.6524960729626e-05"	"0.67791151951439"	"0.0139481600386728"	44	-33.6582724359581	2.41211500711308e-15	9.6524960729626e-05	0.67791151951439	0.0139481600386728	0	0.00370828182941904
"chr8"	"CSPP1"	67974754	"+"	"chr8"	"CSPP1"	67976326	"+"	"no_fusion-niether_local-intrachrom_plus_reg"	5	0.00531914893617	"0"	-1977	-277	0	"False"	51416	22	0	"0.0645191717771"	0	0	"-"	0	0	"-"	0	0	"-"	0	0	0.0645191717771	"15:0"	"7:0"	0	0	38	38	"11"	"-10.456946749368"	"2.87478737675246e-05"	"0.0037138614328557"	"0.234"	"0.092"	11	-10.456946749368	2.87478737675246e-05	0.0037138614328557	0.215	0.074	0	0.0284301606922126
"chr2"	"STK11IP"	220474128	"+"	"chr2"	"STK11IP"	220474141	"+"	"no_fusion-niether_local-intrachrom_plus_reg"	4	0.00442477876106	"-10"	-134	56	0	"False"	35655	14	0	"0.00977525701375"	26	0	"0.211158964368"	0	0	"-"	0	0	"-"	1	2	0.0143815479478	"19:0"	"24:0"	0	0	114	114	"36"	"-17.908940149924"	"1.66819231495897e-08"	"0.00201351284751952"	"0.719464464388216"	"0.203670274461043"	36	-17.908940149924	1.66819231495897e-08	0.00201351284751952	0.719464464388216	0.203670274461043	0	0.00370828182941904
"chr19"	"CIRBP"	1271388	"+"	"chr19"	"C19orf24"	1277212	"+"	"no_fusion-niether_local-intrachrom_plus_reg"	2	0.00666666666667	"-35"	-78	30	0	"False"	20487	0	0	"-"	2	0	"0.806747046443"	0	0	"-"	0	4	"-"	0	0	0.806747046443	"5:0"	"9:0"	0	0	1404	184	"2"	"-0.431167128995044"	"0.649750309583528"	"0.935230084022007"	"0.232"	"0.155"	2	-0.431167128995044	0.649750309583528	0.935230084022007	0.222	0.146	0	0.0284301606922126
"chr9"	"MTAP"	21814142	"+"	"chr9"	"MTAP"	21815439	"+"	"no_fusion-niether_local-intrachrom_plus_reg"	2	0.0131578947368	"-11"	-1376	7	0	"False"	55038	1	2	"0.952165110506"	3	0	"0.667725677529"	0	0	"-"	0	0	"-"	0	0	0.944628718867	"1:0"	"3:0"	0	0	8	8	"2"	"-0.00627783388205365"	"0.99374183054555"	"0.999559881895789"	"0.717"	"0.435"	2	-0.00627783388205365	0.99374183054555	0.999559881895789	0.715	0.451	0	0.00370828182941904
"chr2"	"AGAP1"	236889041	"+"	"chr2"	"AGAP1"	236923482	"+"	"no_fusion-niether_local-intrachrom_plus_reg"	8	0	"-33"	11774	-21723	0	"True"	35937	16	0	"0.441631283389"	1	0	"0.44884604488"	0	0	"-"	0	0	"-"	0	0	0.52780516207	"10:0"	"7:0"	0	0	124	124	"11"	"-6.97520174478527"	"0.000934777761853288"	"0.0298547938245759"	"0.337"	"0.184"	11	-6.97520174478527	0.000934777761853288	0.0298547938245759	0.331	0.166	0	0.0185414091470952
"chr19"	"PPP2R1A"	52709295	"+"	"chr19"	"PPP2R1A"	52714603	"+"	"no_fusion-niether_local-intrachrom_plus_reg"	10	0.00263852242744	"-10"	-21	90	0	"False"	19570	6	0	"0.645874875131"	21	0	"0.999871296502"	0	0	"-"	0	0	"-"	0	0	0.999525898257	"12:0"	"15:0"	0	0	496	496	"5"	"-3.26252826208914"	"0.0382914646742639"	"0.153446842506201"	"0.225"	"0.169"	5	-3.26252826208914	0.0382914646742639	0.153446842506201	0.217	0.163	0	0.0284301606922126
